7f14099a86f48a15dc165de9ae9983ef,优势,you shi,2.46,3.23
1e08ac46878ce85eb3614d7bba73396c,还有,hai you,14.60,14.80
c51ffc0a510e90e281f8a23854317e92,还有,hai you,6.20,6.44
d3ea276ea5611ec6aa17e82923b9e29a,还有,hai you,15.90,16.16
e346837732e62bfdedc8c80d41186df4,还有,hai you,6.72,6.92
1fedc42da25c27f5533d5e66857ac02b,大家,da jia,0.68,0.90
9d436b6d3ae63673d150e2f5bb589134,大家,da jia,29.55,29.72
46e1b41256aeac784dd0554a4c65b435,大家,da jia,2.94,3.27
4b426c2eb118cac0aa84da247efb1945,大家,da jia,1.74,2.02
3c3cdff5e5c983f95e5c1e66eebd3dab,大家,da jia,3.46,3.74
edb9a8083acb14b35ad246b0eb0abf8b,跟,gen,10.50,10.68
1fedc42da25c27f5533d5e66857ac02b,跟,gen,7.20,7.34
190cc6419427439fdad41a8d0b7d20ca,跟,gen,4.04,4.24
06254121d487a2bf08d0204c0791ea6b,跟,gen,3.66,3.78
0e1c9bb9564bb4c3b74e805666ffbecf,名,ming,1.38,1.57
458b63757994fa7ef873d3558c3a27fe,名,ming,15.02,15.28
afe7e416472c15a1ae85bb0e7f1a043d,之外,zhi wai,9.72,9.98
a1c2fdd2a2af56fa2acac5b8296ecdcd,之外,zhi wai,5.74,6.33
75d883f5ac1eff2c71fc168f4b3bb9be,能够,neng gou,0.84,1.12
821e8b8cc45c06b3ef72491e81afd438,能够,neng gou,1.26,1.50
5664ffbd1cd1c521819c61b473954b84,能够,neng gou,3.05,3.74
3c3cdff5e5c983f95e5c1e66eebd3dab,能够,neng gou,1.52,2.25
b48fb381a7546f3db4302daa7731a02a,能够,neng gou,3.80,4.04
7903789a5b74134fa024b9fc87c73459,到,dao,9.36,9.50
f945ce1829b08bba8d2228fc9f547ddf,到,dao,1.25,1.60
afe7e416472c15a1ae85bb0e7f1a043d,到,dao,14.54,14.76
2a46bd263e1eec12a12c9f41c8e56c54,到,dao,13.28,13.44
2a46bd263e1eec12a12c9f41c8e56c54,到,dao,15.10,15.22
1e08ac46878ce85eb3614d7bba73396c,到,dao,5.02,5.16
1f7760551389f7e321671a086167e282,到,dao,7.78,7.96
0bb75f27d902d5ee86c507521cc8d081,到,dao,16.26,16.42
1226b612f77dfa6869813be201caba76,到,dao,3.40,3.58
b2a30b80535917e5790a2ae74e75796d,到,dao,6.60,6.74
b2a30b80535917e5790a2ae74e75796d,到,dao,12.50,12.66
15b99a787470287a076340140774307e,到,dao,0.34,0.78
e0c35e49e6a2e5da5bb4a0f971e2f44d,到,dao,2.56,2.74
4005187f8c7fec0747f90a6f77abc837,到,dao,3.50,3.64
4b426c2eb118cac0aa84da247efb1945,到,dao,1.06,1.74
e914f60fc7902f295f8708a00ffab144,到,dao,1.06,1.22
e914f60fc7902f295f8708a00ffab144,到,dao,3.70,3.88
b09840f2aa2bfaad74a3e955832a7296,十八,shi ba,12.04,12.41
821e8b8cc45c06b3ef72491e81afd438,又,you,1.04,1.14
190cc6419427439fdad41a8d0b7d20ca,又,you,1.54,1.78
b48fb381a7546f3db4302daa7731a02a,又,you,3.47,3.68
d44f34b4df007b4347711e83f1bc3c76,自,zi,2.42,2.60
0637927582bbcfbb4733661cef82ac82,今天,jin tian,4.86,5.58
6e2c82a6cd46f1d691c03c4255e17006,今天,jin tian,1.14,1.36
9a1a4a415cc220a21027c549e1a83ef7,今天,jin tian,3.78,4.18
e914f60fc7902f295f8708a00ffab144,今天,jin tian,14.04,14.28
a1c2fdd2a2af56fa2acac5b8296ecdcd,今天,jin tian,16.39,16.75
edb9a8083acb14b35ad246b0eb0abf8b,合作,he zuo,11.11,11.68
c4be49e49ccefb023976f9b21e2127ba,合作,he zuo,1.72,2.26
e4579ef732dd85803549dc864a538541,拉,la,1.90,2.06
95084465d61995f6859646ed8c971e44,拉,la,2.12,2.32
e81ee346c34782c19e1384a470ff5f75,工作,gong zuo,13.36,13.64
5e9eed6515b2a609191708c92fcf8dd0,第,di,6.12,6.28
000929523f43ef3bcf516c1639b188be,沟通,gou tong,3.04,4.06
75d883f5ac1eff2c71fc168f4b3bb9be,就,jiu,0.63,0.84
1c7c76084a27c1b19cedb8408ad1cbca,就,jiu,7.78,8.02
7eccd51b594678642201abc7a03ed787,就,jiu,2.50,2.71
f8f9af5e17a96bbd88252656ec8a65e5,就,jiu,0.62,0.78
3be043fc4dc4cf9ab6f4a776e7cb1d36,就,jiu,1.11,1.27
7d70fb500aa7cc77cd3a32daaff851dc,就,jiu,0.46,0.56
57e238eb63a7c8789956c5c637cd3693,就,jiu,9.25,9.36
2608dda91ef8f1073f7f635feee45519,就,jiu,10.66,10.75
b09840f2aa2bfaad74a3e955832a7296,就,jiu,9.44,9.74
56dbbd9d372c3f69ec534319ff657685,就,jiu,17.16,17.45
bfbcfad13915f02d0648a01b8c2308b0,就,jiu,2.34,2.77
bfbcfad13915f02d0648a01b8c2308b0,就,jiu,7.11,7.25
ea58953820217eb8859904e78e30700e,就,jiu,4.21,4.39
db0470ba488c0bdfd8901c32b6eb196b,就,jiu,4.12,4.30
b87c938672b12a0119249dae5f434088,就,jiu,3.23,3.50
51d0f2cf3b754c4602e9beb5f74cb023,长,zhang,2.34,2.58
4d0aab7d8d285132d26aa79c3774d4cb,吗,ma,3.87,4.03
afe7e416472c15a1ae85bb0e7f1a043d,从,cong,13.36,13.56
7d70fb500aa7cc77cd3a32daaff851dc,从,cong,1.77,2.19
217b2684eeba677dd5c58419fa4cf4a7,从,cong,0.76,1.33
0bb75f27d902d5ee86c507521cc8d081,从,cong,15.45,15.81
4005187f8c7fec0747f90a6f77abc837,从,cong,2.54,2.78
9a1a4a415cc220a21027c549e1a83ef7,从,cong,3.41,3.78
e914f60fc7902f295f8708a00ffab144,从,cong,2.94,3.20
7eccd51b594678642201abc7a03ed787,那,na,2.81,2.92
5487af59be91c10dff6aa6a8a5863061,那,na,7.69,7.94
f60d1955a40c843d3c95234108b8fa5a,那,na,4.37,4.64
9a1a4a415cc220a21027c549e1a83ef7,那,na,2.54,2.84
5e9eed6515b2a609191708c92fcf8dd0,交通,jiao tong,5.80,6.12
afe7e416472c15a1ae85bb0e7f1a043d,地区,di qu,10.50,10.78
559159646380c3cd81ede7cd83e27f87,地区,di qu,5.40,5.68
1226b612f77dfa6869813be201caba76,地区,di qu,8.32,8.50
155624f5ccdc6272c150bf583fd66ea0,地区,di qu,6.46,6.80
4005187f8c7fec0747f90a6f77abc837,地区,di qu,6.58,6.84
afe7e416472c15a1ae85bb0e7f1a043d,其他,qi ta,10.08,10.28
56fec0edbdbd0e06ce0f0f376367fdab,其他,qi ta,8.90,9.20
a04bba842d8347baea683c3fb1b870df,中国,zhong guo,1.30,1.62
5e9eed6515b2a609191708c92fcf8dd0,中国,zhong guo,5.08,5.48
afe7e416472c15a1ae85bb0e7f1a043d,其中,qi zhong,12.65,13.05
559159646380c3cd81ede7cd83e27f87,其中,qi zhong,11.61,12.33
56b198d0ed123c5285e5f7e6cc086723,其中,qi zhong,2.99,3.40
c51ffc0a510e90e281f8a23854317e92,其中,qi zhong,3.15,3.81
fadb85bd740895e95b84e00d4e7b701f,其中,qi zhong,4.07,4.46
e0c35e49e6a2e5da5bb4a0f971e2f44d,其中,qi zhong,5.41,5.78
e914f60fc7902f295f8708a00ffab144,其中,qi zhong,6.57,7.00
56fec0edbdbd0e06ce0f0f376367fdab,黄,huang,13.60,13.86
b116c8fb8bb38b4408909e34c2ec236f,黄,huang,5.54,5.88
1e08ac46878ce85eb3614d7bba73396c,黄,huang,14.80,15.04
8e8faeb267381f757a6a849c4216f889,我们,wo men,0.60,0.82
a9c432c5436a1687ae0e0883cdd12877,我们,wo men,2.05,2.53
7903789a5b74134fa024b9fc87c73459,我们,wo men,8.96,9.16
5136e940c45a7faa11a53c81346a7f7e,我们,wo men,0.19,0.35
5136e940c45a7faa11a53c81346a7f7e,我们,wo men,1.39,1.66
edb9a8083acb14b35ad246b0eb0abf8b,我们,wo men,0.28,0.46
edb9a8083acb14b35ad246b0eb0abf8b,我们,wo men,2.42,2.64
7eccd51b594678642201abc7a03ed787,我们,wo men,2.29,2.50
7eccd51b594678642201abc7a03ed787,我们,wo men,4.31,4.53
0ed94c80b212fcd05a0a8f6c2c6a7ef5,我们,wo men,3.80,4.20
1fedc42da25c27f5533d5e66857ac02b,我们,wo men,1.50,1.72
0e1c9bb9564bb4c3b74e805666ffbecf,我们,wo men,0.39,0.64
2f2d0e4797f069b8788bdd3ddcc6021e,我们,wo men,0.39,0.62
37822ba6c2a0ebf6f8a4c5a5769c97d9,我们,wo men,2.80,3.02
7d70fb500aa7cc77cd3a32daaff851dc,我们,wo men,3.01,3.21
cc544443bb10e23ab01a30005ac9fd9a,我们,wo men,0.26,0.44
d44f34b4df007b4347711e83f1bc3c76,我们,wo men,7.93,8.27
d44f34b4df007b4347711e83f1bc3c76,我们,wo men,17.33,17.66
9429d080350d20f31550b66bd2db5a2f,我们,wo men,1.88,2.14
783c04aa93456b89e12db954d964df05,我们,wo men,1.12,1.38
cd875aa9cae94967fca5e4cc91b8c764,我们,wo men,0.03,0.32
8b1294a59dc78293dfaff6cd9154dad0,我们,wo men,0.76,0.98
3043203dad0fa837da96e245391ad658,我们,wo men,1.78,2.02
3043203dad0fa837da96e245391ad658,我们,wo men,3.90,4.12
bb1f2079367595d6790d59cd14a903b9,我们,wo men,3.18,3.44
f293aefc41d8f0b7b2b63e2ddfef2224,我们,wo men,2.97,3.15
efd3a9d5c6d8f5be445de5ece01b0782,我们,wo men,2.10,2.32
98eeaa0b00ae19e540e408ba91d07ce7,我们,wo men,1.00,1.22
2eba72d26e45d7adb44c6d21824782a4,我们,wo men,1.07,1.36
a58ab303e2cdfbab93463e8dd6e62629,我们,wo men,0.80,0.96
6e2c82a6cd46f1d691c03c4255e17006,我们,wo men,0.94,1.14
bfbcfad13915f02d0648a01b8c2308b0,我们,wo men,1.91,2.34
bfbcfad13915f02d0648a01b8c2308b0,我们,wo men,6.75,7.11
a04bba842d8347baea683c3fb1b870df,我们,wo men,1.06,1.30
5e9eed6515b2a609191708c92fcf8dd0,我们,wo men,4.76,5.08
ea58953820217eb8859904e78e30700e,我们,wo men,1.61,1.81
000929523f43ef3bcf516c1639b188be,我们,wo men,7.90,8.08
cc544443bb10e23ab01a30005ac9fd9a,管理,guan li,1.15,1.40
d44f34b4df007b4347711e83f1bc3c76,那么,na me,6.64,7.35
2608dda91ef8f1073f7f635feee45519,那么,na me,4.26,4.48
0bb75f27d902d5ee86c507521cc8d081,那么,na me,9.85,10.16
42709a59805e9bec4d11871de2649cbd,那么,na me,14.89,15.10
bfbcfad13915f02d0648a01b8c2308b0,那么,na me,3.82,4.21
ced150b2fda715054da454c58b079f5a,那么,na me,0.32,0.62
b87c938672b12a0119249dae5f434088,那么,na me,0.78,1.06
b87c938672b12a0119249dae5f434088,那么,na me,6.55,6.84
e346837732e62bfdedc8c80d41186df4,今年,jin nian,14.00,14.32
8b1294a59dc78293dfaff6cd9154dad0,全面,quan mian,0.98,1.29
66cf85f3977c5a2cd323ed3798e74faa,人员,ren yuan,0.88,1.18
2f2d0e4797f069b8788bdd3ddcc6021e,一起,yi qi,1.64,1.86
cc544443bb10e23ab01a30005ac9fd9a,统一,tong yi,0.64,0.88
75d883f5ac1eff2c71fc168f4b3bb9be,给,gei,1.12,1.26
7eccd51b594678642201abc7a03ed787,给,gei,4.12,4.31
26b9cc70c3d8326cb4f42dd773bae9ba,给,gei,1.01,1.77
bfbcfad13915f02d0648a01b8c2308b0,给,gei,7.25,7.47
987206a39e9ac804d3ae09d4fc82dc3b,套,tao,1.16,1.38
987206a39e9ac804d3ae09d4fc82dc3b,套,tao,3.04,3.20
afe7e416472c15a1ae85bb0e7f1a043d,仍然,reng ran,10.78,11.22
ab9d0d3927685afb84d94acf1db0df29,仍然,reng ran,4.42,4.69
6c5f5cdc798c5ea2f8cb9a317e518280,周,zhou,8.05,8.21
6e2c82a6cd46f1d691c03c4255e17006,周,zhou,0.16,0.30
ee2821017b4f8fcd81b350783ee7c737,周,zhou,0.50,0.66
ee2821017b4f8fcd81b350783ee7c737,周,zhou,1.14,1.24
34bac23aa6c3d2bdb38817d48e569cfa,上,shang,0.86,1.19
a9c432c5436a1687ae0e0883cdd12877,上,shang,3.01,3.21
1fedc42da25c27f5533d5e66857ac02b,上,shang,2.70,2.95
e4579ef732dd85803549dc864a538541,上,shang,2.06,2.28
3992c04fa055d472daae16914c1e3155,上,shang,10.99,11.20
7a7bfae26e7572f4261ec6df2bbb2ec4,上,shang,4.54,4.64
4005187f8c7fec0747f90a6f77abc837,上,shang,13.06,13.22
d3d7068e93080d7988d9efa491f37f3e,上,shang,1.20,1.50
e914f60fc7902f295f8708a00ffab144,上,shang,13.20,13.36
ced150b2fda715054da454c58b079f5a,上,shang,3.30,3.54
a30ae8080c8a10b2e6d27106beafc243,回到,hui dao,1.68,1.98
000929523f43ef3bcf516c1639b188be,回到,hui dao,9.66,10.06
56fec0edbdbd0e06ce0f0f376367fdab,特别,te bie,12.31,12.68
ced150b2fda715054da454c58b079f5a,前,qian,1.50,1.66
33a9bf90ff5317fceb3d9aaa91e964fd,有关,you guan,11.94,12.36
9a1a4a415cc220a21027c549e1a83ef7,节,jie,1.84,1.96
638192e6954a69152e9a8435307ec084,它,ta,1.98,2.14
821e8b8cc45c06b3ef72491e81afd438,它,ta,0.81,1.04
37822ba6c2a0ebf6f8a4c5a5769c97d9,它,ta,3.20,3.32
0b5dad4eea0c127c60844046e280d4fa,它,ta,2.48,3.15
41c5faa24ce4617332a21b83ab43ce09,它,ta,1.76,1.96
4fb35cab327257954ca463a916eb8804,它,ta,0.80,0.94
e72ec6f9936e0719b19d81a7ce97c43f,它,ta,0.87,1.14
e72ec6f9936e0719b19d81a7ce97c43f,它,ta,2.82,3.00
28ddf1c8facdbf4a2e1cd9e7e656b8af,方面,fang mian,4.19,4.57
7d70fb500aa7cc77cd3a32daaff851dc,方面,fang mian,2.67,2.92
afe7e416472c15a1ae85bb0e7f1a043d,以,yi,11.36,11.46
efd3a9d5c6d8f5be445de5ece01b0782,以,yi,1.72,1.92
481794a5f80a1f76a220305606c5c8f9,北部,bei bu,4.88,5.43
afe7e416472c15a1ae85bb0e7f1a043d,北部,bei bu,9.46,9.72
5487af59be91c10dff6aa6a8a5863061,北部,bei bu,10.26,10.60
559159646380c3cd81ede7cd83e27f87,北部,bei bu,6.76,7.06
559159646380c3cd81ede7cd83e27f87,北部,bei bu,13.94,14.34
2a46bd263e1eec12a12c9f41c8e56c54,北部,bei bu,10.70,11.06
2a46bd263e1eec12a12c9f41c8e56c54,北部,bei bu,12.86,13.28
56fec0edbdbd0e06ce0f0f376367fdab,北部,bei bu,6.80,7.10
1226b612f77dfa6869813be201caba76,北部,bei bu,4.18,4.44
1226b612f77dfa6869813be201caba76,北部,bei bu,7.16,7.38
b2a30b80535917e5790a2ae74e75796d,北部,bei bu,5.02,5.34
e0c35e49e6a2e5da5bb4a0f971e2f44d,北部,bei bu,8.50,9.05
4005187f8c7fec0747f90a6f77abc837,北部,bei bu,6.00,6.28
d3ea276ea5611ec6aa17e82923b9e29a,北部,bei bu,1.56,1.86
d3ea276ea5611ec6aa17e82923b9e29a,北部,bei bu,4.84,5.14
e346837732e62bfdedc8c80d41186df4,北部,bei bu,5.72,6.10
fadb85bd740895e95b84e00d4e7b701f,北京,bei jing,11.60,11.92
d3ea276ea5611ec6aa17e82923b9e29a,北京,bei jing,14.94,15.32
6b6c4f1c5b9c3afa877b65c9916d260a,消息,xiao xi,0.52,0.74
d44f34b4df007b4347711e83f1bc3c76,研发,yan fa,12.46,13.11
7903789a5b74134fa024b9fc87c73459,注意,zhu yi,9.16,9.36
5664ffbd1cd1c521819c61b473954b84,使,shi,2.28,2.62
f8f9af5e17a96bbd88252656ec8a65e5,我,wo,2.56,2.70
3be043fc4dc4cf9ab6f4a776e7cb1d36,我,wo,3.05,3.19
ac03307d86a14c38e6ecec26c0cc3f18,我,wo,0.12,0.24
7c0d5ace9a6cd903f6a506f14da589c7,我,wo,4.52,4.64
41c5faa24ce4617332a21b83ab43ce09,我,wo,4.92,5.09
fb90da78ef10522d3ec5171eff0e7698,我,wo,8.24,8.44
d7cf6b69cd8199bccb0a43920b037e7f,我,wo,0.40,0.50
a30ae8080c8a10b2e6d27106beafc243,我,wo,8.34,8.49
6448b8762329a9bc6da7368621617afb,我,wo,0.09,0.42
190cc6419427439fdad41a8d0b7d20ca,我,wo,3.81,4.04
1012923f026a461c90193ba5f24ed39d,我,wo,0.52,0.62
77e947472d75e6c5ec8358ebba2b90ef,我,wo,0.80,1.00
5e9eed6515b2a609191708c92fcf8dd0,我,wo,2.87,2.94
f531eeac302e91d7d8845bfa55b0b6cd,我,wo,0.38,0.69
b48fb381a7546f3db4302daa7731a02a,我,wo,0.48,0.56
a115b0a72944c10cfd04f525725fcb6b,我,wo,10.82,10.98
ab9d0d3927685afb84d94acf1db0df29,能力,neng li,4.09,4.42
000929523f43ef3bcf516c1639b188be,努力,nu li,4.06,4.40
a9c432c5436a1687ae0e0883cdd12877,东方,dong fang,4.73,5.04
9a1a4a415cc220a21027c549e1a83ef7,采访,cai fang,0.86,1.28
d44f34b4df007b4347711e83f1bc3c76,嗯,n,3.34,3.96
2608dda91ef8f1073f7f635feee45519,嗯,n,6.17,6.61
a115b0a72944c10cfd04f525725fcb6b,嗯,n,8.49,8.97
28ddf1c8facdbf4a2e1cd9e7e656b8af,时候,shi hou,2.56,2.86
a30ae8080c8a10b2e6d27106beafc243,时候,shi hou,2.66,2.80
1f7760551389f7e321671a086167e282,出现,chu xian,16.08,16.38
0bb75f27d902d5ee86c507521cc8d081,出现,chu xian,2.33,2.58
e0c35e49e6a2e5da5bb4a0f971e2f44d,出现,chu xian,3.78,4.00
d3ea276ea5611ec6aa17e82923b9e29a,出现,chu xian,12.28,12.70
481794a5f80a1f76a220305606c5c8f9,区域,qu yu,11.26,11.56
b2a30b80535917e5790a2ae74e75796d,区域,qu yu,14.78,15.08
e914f60fc7902f295f8708a00ffab144,区域,qu yu,13.82,14.04
f63f6835dc1d953c6906f49df457ac1b,实验,shi yan,5.05,5.28
98eeaa0b00ae19e540e408ba91d07ce7,三,san,1.22,1.42
7d70fb500aa7cc77cd3a32daaff851dc,技术,ji shu,2.43,2.67
5b6bd2037e77f81d01d7edc347e2d1c9,技术,ji shu,0.90,1.55
66cf85f3977c5a2cd323ed3798e74faa,技术,ji shu,0.60,0.88
1226b612f77dfa6869813be201caba76,高,gao,15.36,15.76
41c44a67d4e18269d09a139b174c0759,这个,zhe ge,3.48,3.76
a9c432c5436a1687ae0e0883cdd12877,这个,zhe ge,3.37,4.08
4e1e8d32d6857c3c088a8f3be07163a8,这个,zhe ge,0.86,1.14
4e1e8d32d6857c3c088a8f3be07163a8,这个,zhe ge,7.72,7.96
ab71953fe746dd6b67c88557bcfdf842,这个,zhe ge,5.12,5.42
1fedc42da25c27f5533d5e66857ac02b,这个,zhe ge,2.02,2.22
1fedc42da25c27f5533d5e66857ac02b,这个,zhe ge,3.86,4.20
1fedc42da25c27f5533d5e66857ac02b,这个,zhe ge,7.34,7.52
3be043fc4dc4cf9ab6f4a776e7cb1d36,这个,zhe ge,0.10,0.41
7d70fb500aa7cc77cd3a32daaff851dc,这个,zhe ge,2.19,2.43
86ab5b4c4a2d39ae14cf79bdf4ce3585,这个,zhe ge,5.34,5.72
cd875aa9cae94967fca5e4cc91b8c764,这个,zhe ge,5.06,5.56
ebf1ee38e3f2ba5a9fc9002c71c3e62f,这个,zhe ge,25.61,25.85
7c0d5ace9a6cd903f6a506f14da589c7,这个,zhe ge,5.10,5.26
bb1f2079367595d6790d59cd14a903b9,这个,zhe ge,2.20,2.50
aaaef146f51efc2110dd6b25c712274c,这个,zhe ge,1.60,1.78
d7cf6b69cd8199bccb0a43920b037e7f,这个,zhe ge,13.14,13.54
a20531c5b7c86ef661c446508227c7aa,这个,zhe ge,0.50,0.72
6cc1dcc3ce3bd9c736c2132e313c6c94,这个,zhe ge,6.28,6.65
4b426c2eb118cac0aa84da247efb1945,这个,zhe ge,0.44,0.76
4b426c2eb118cac0aa84da247efb1945,这个,zhe ge,2.12,2.37
42709a59805e9bec4d11871de2649cbd,这个,zhe ge,1.46,1.72
42709a59805e9bec4d11871de2649cbd,这个,zhe ge,10.94,11.12
42709a59805e9bec4d11871de2649cbd,这个,zhe ge,11.50,11.64
e72ec6f9936e0719b19d81a7ce97c43f,这个,zhe ge,1.14,1.34
375a4314169a9da1d13254ec47cc3131,这个,zhe ge,0.54,0.72
375a4314169a9da1d13254ec47cc3131,这个,zhe ge,11.30,11.44
9a1a4a415cc220a21027c549e1a83ef7,这个,zhe ge,4.28,4.48
9ba8f87067e2d212a60a7267cafa2fdd,这个,zhe ge,3.42,3.64
5e9eed6515b2a609191708c92fcf8dd0,这个,zhe ge,2.20,2.44
ea58953820217eb8859904e78e30700e,这个,zhe ge,2.43,2.71
3c3cdff5e5c983f95e5c1e66eebd3dab,这个,zhe ge,3.88,4.08
f531eeac302e91d7d8845bfa55b0b6cd,这个,zhe ge,1.10,1.32
ced150b2fda715054da454c58b079f5a,这个,zhe ge,3.54,3.70
b48fb381a7546f3db4302daa7731a02a,这个,zhe ge,0.78,1.08
000929523f43ef3bcf516c1639b188be,这个,zhe ge,4.90,5.16
000929523f43ef3bcf516c1639b188be,这个,zhe ge,11.20,11.79
83e943d517c6a5c923b299dd31cde125,这个,zhe ge,11.04,11.21
b87c938672b12a0119249dae5f434088,这个,zhe ge,4.14,4.42
66cf85f3977c5a2cd323ed3798e74faa,件,jian,1.64,1.80
1e08ac46878ce85eb3614d7bba73396c,超过,chao guo,10.76,11.08
3e2367d729b193b4382b11f54f24b85a,少,shao,4.40,4.56
2a46bd263e1eec12a12c9f41c8e56c54,河南,he nan,10.21,10.70
c51ffc0a510e90e281f8a23854317e92,河南,he nan,4.38,4.72
821e8b8cc45c06b3ef72491e81afd438,话,hua,5.42,5.70
b09840f2aa2bfaad74a3e955832a7296,话,hua,7.69,7.89
5664ffbd1cd1c521819c61b473954b84,话,hua,1.74,2.28
98eeaa0b00ae19e540e408ba91d07ce7,话,hua,1.54,2.05
98eeaa0b00ae19e540e408ba91d07ce7,话,hua,5.43,5.72
ea58953820217eb8859904e78e30700e,战略,zhan lve,2.83,3.13
ea58953820217eb8859904e78e30700e,战略,zhan lve,5.25,5.69
6a9241c2fe3b3e22f9d58d1d57c2fa83,几,ji,0.50,0.66
17cb12b9364f52a78852be6b661c6a9f,几,ji,0.30,0.46
bb1f2079367595d6790d59cd14a903b9,预计,yu ji,1.73,2.02
9d436b6d3ae63673d150e2f5bb589134,介绍,jie shao,32.50,32.80
a9c432c5436a1687ae0e0883cdd12877,呢,ne,1.93,2.05
afe7e416472c15a1ae85bb0e7f1a043d,呢,ne,9.98,10.08
7d70fb500aa7cc77cd3a32daaff851dc,呢,ne,2.92,3.01
d44f34b4df007b4347711e83f1bc3c76,呢,ne,0.80,1.29
d44f34b4df007b4347711e83f1bc3c76,呢,ne,9.09,9.54
d44f34b4df007b4347711e83f1bc3c76,呢,ne,16.98,17.33
1e08ac46878ce85eb3614d7bba73396c,呢,ne,7.89,7.98
7529d9a64f76876e144a74c4c13ebca0,呢,ne,0.78,0.94
2608dda91ef8f1073f7f635feee45519,呢,ne,9.32,9.72
d7cf6b69cd8199bccb0a43920b037e7f,呢,ne,0.96,1.12
d7cf6b69cd8199bccb0a43920b037e7f,呢,ne,6.32,6.40
a20531c5b7c86ef661c446508227c7aa,呢,ne,10.54,10.70
b2a30b80535917e5790a2ae74e75796d,呢,ne,5.87,5.96
42709a59805e9bec4d11871de2649cbd,呢,ne,11.42,11.50
a58ab303e2cdfbab93463e8dd6e62629,呢,ne,0.73,0.80
e72ec6f9936e0719b19d81a7ce97c43f,呢,ne,0.42,0.87
e72ec6f9936e0719b19d81a7ce97c43f,呢,ne,4.94,5.10
e72ec6f9936e0719b19d81a7ce97c43f,呢,ne,5.38,5.64
f1e8457c13bee2f92cfa5b78463d3b73,呢,ne,4.62,4.95
f1e8457c13bee2f92cfa5b78463d3b73,呢,ne,5.70,5.98
f63f6835dc1d953c6906f49df457ac1b,呢,ne,2.56,2.87
f63f6835dc1d953c6906f49df457ac1b,呢,ne,3.64,3.91
bfbcfad13915f02d0648a01b8c2308b0,呢,ne,5.11,5.29
bfbcfad13915f02d0648a01b8c2308b0,呢,ne,5.93,6.05
bfbcfad13915f02d0648a01b8c2308b0,呢,ne,6.53,6.75
7f08d69e99cca3d4fcd60e051a4b74ff,呢,ne,1.02,1.28
a1c2fdd2a2af56fa2acac5b8296ecdcd,呢,ne,16.25,16.39
c42fd24d1b0efec672f58fdc33947a09,呢,ne,5.26,5.35
ea58953820217eb8859904e78e30700e,呢,ne,1.23,1.33
ced150b2fda715054da454c58b079f5a,呢,ne,1.30,1.50
b48fb381a7546f3db4302daa7731a02a,呢,ne,1.08,1.20
b48fb381a7546f3db4302daa7731a02a,呢,ne,1.92,2.46
b87c938672b12a0119249dae5f434088,呢,ne,2.90,3.23
0ed94c80b212fcd05a0a8f6c2c6a7ef5,已经,yi jing,2.56,3.13
ebf1ee38e3f2ba5a9fc9002c71c3e62f,已经,yi jing,26.23,26.59
bb1f2079367595d6790d59cd14a903b9,已经,yi jing,0.38,0.60
9d436b6d3ae63673d150e2f5bb589134,认识,ren shi,36.76,37.00
3c3cdff5e5c983f95e5c1e66eebd3dab,认识,ren shi,5.54,6.00
8c498433267a1f6a59670c8f389725a8,发,fa,1.76,1.94
c51ffc0a510e90e281f8a23854317e92,湖北,hu bei,4.72,5.32
fadb85bd740895e95b84e00d4e7b701f,湖北,hu bei,6.28,6.62
e0c35e49e6a2e5da5bb4a0f971e2f44d,湖北,hu bei,5.96,6.38
42709a59805e9bec4d11871de2649cbd,危险,wei xian,14.36,14.89
c51ffc0a510e90e281f8a23854317e92,江西,jiang xi,5.84,6.20
d3ea276ea5611ec6aa17e82923b9e29a,江西,jiang xi,2.50,2.88
e346837732e62bfdedc8c80d41186df4,江西,jiang xi,3.56,3.82
4d6b1271611f0906a90ebbb593acc682,式,shi,1.07,1.51
c4be49e49ccefb023976f9b21e2127ba,唉,ai,2.99,3.51
6e2c82a6cd46f1d691c03c4255e17006,唉,ai,0.03,0.16
0bb75f27d902d5ee86c507521cc8d081,而且,er qie,3.05,3.38
42709a59805e9bec4d11871de2649cbd,而且,er qie,13.30,13.58
7eccd51b594678642201abc7a03ed787,让,rang,3.56,3.81
26b9cc70c3d8326cb4f42dd773bae9ba,让,rang,3.71,4.02
a20531c5b7c86ef661c446508227c7aa,让,rang,9.96,10.18
a115b0a72944c10cfd04f525725fcb6b,让,rang,10.58,10.82
e4579ef732dd85803549dc864a538541,线,xian,0.04,0.32
95084465d61995f6859646ed8c971e44,线,xian,0.10,0.38
95084465d61995f6859646ed8c971e44,线,xian,2.44,2.64
319debe96a30572f972b7a91f55606f2,线,xian,4.68,4.87
2d0040d530d64e3a5f41dec513bc407d,线,xian,6.42,6.71
b87c938672b12a0119249dae5f434088,显示,xian shi,7.08,7.40
1e08ac46878ce85eb3614d7bba73396c,上升,shang sheng,8.14,8.71
1e08ac46878ce85eb3614d7bba73396c,上升,shang sheng,13.66,14.19
1f7760551389f7e321671a086167e282,降雨,jiang yu,1.88,2.20
6e2c82a6cd46f1d691c03c4255e17006,先,xian,0.49,0.71
e346837732e62bfdedc8c80d41186df4,以来,yi lai,14.32,14.54
8e8faeb267381f757a6a849c4216f889,以后,yi hou,0.27,0.60
8784f3738635f7abb53926a73fe77b42,觉得,jue de,0.40,0.64
