7bb47452d9c2e1846a8aafee92d73c4c,批,pi,10.28,10.46
5487af59be91c10dff6aa6a8a5863061,还有,hai you,4.20,4.44
5487af59be91c10dff6aa6a8a5863061,还有,hai you,10.60,10.80
2531761ee37125accd742683a9ce0fdc,还有,hai you,0.56,0.84
33c950a8f1ca022f39621987ef30b981,还有,hai you,9.22,9.64
559159646380c3cd81ede7cd83e27f87,还有,hai you,15.12,15.34
2a46bd263e1eec12a12c9f41c8e56c54,还有,hai you,11.06,11.32
1b371fa384837ee3912a9bb4ef93428a,还有,hai you,13.73,14.03
b116c8fb8bb38b4408909e34c2ec236f,还有,hai you,5.32,5.54
b116c8fb8bb38b4408909e34c2ec236f,还有,hai you,16.10,16.40
4b77d27271f0f1e1b468ccfdfd9306e5,还有,hai you,2.89,3.24
017a3af479cb78225497cf52224deed2,还有,hai you,17.08,17.38
1e08ac46878ce85eb3614d7bba73396c,还有,hai you,14.60,14.80
c51ffc0a510e90e281f8a23854317e92,还有,hai you,6.20,6.44
d3ea276ea5611ec6aa17e82923b9e29a,还有,hai you,15.90,16.16
764105858ad3f6b9be469c2efb558813,还有,hai you,3.40,3.70
e346837732e62bfdedc8c80d41186df4,还有,hai you,6.72,6.92
5dbf34315dcb31822b229c4394663645,违反,wei fan,7.65,8.09
75d883f5ac1eff2c71fc168f4b3bb9be,大家,da jia,1.26,1.56
105e69a076c35f2bd8ae7180bdbfa293,大家,da jia,1.34,1.60
1fedc42da25c27f5533d5e66857ac02b,大家,da jia,0.68,0.90
8666d5dc62338765e45bcbff687943c4,大家,da jia,1.21,1.51
29d8b24a2b973ef92d04aaa591069946,大家,da jia,1.65,1.84
9d436b6d3ae63673d150e2f5bb589134,大家,da jia,29.55,29.72
46e1b41256aeac784dd0554a4c65b435,大家,da jia,2.94,3.27
d7cf6b69cd8199bccb0a43920b037e7f,大家,da jia,20.37,20.62
4b426c2eb118cac0aa84da247efb1945,大家,da jia,1.74,2.02
95f7baf5e3284e224d1dcd297e5f25b8,大家,da jia,3.99,4.34
95f7baf5e3284e224d1dcd297e5f25b8,大家,da jia,11.81,12.17
3c3cdff5e5c983f95e5c1e66eebd3dab,大家,da jia,3.46,3.74
3c3d5c20f9f5a1346ffebcab3a96551c,跟,gen,5.08,5.29
edb9a8083acb14b35ad246b0eb0abf8b,跟,gen,10.50,10.68
1fedc42da25c27f5533d5e66857ac02b,跟,gen,7.20,7.34
18d6e2b9b7f260ed683b9ce5575505ad,跟,gen,0.86,1.00
18d6e2b9b7f260ed683b9ce5575505ad,跟,gen,2.12,2.30
78567962bfa875ab44dad6da5c44e299,跟,gen,3.58,3.83
abccca0f8bce9bfffa5e0fd1e01742e5,跟,gen,4.72,5.04
5ecc9347e346f2aaad5c63c1193be2c7,跟,gen,7.56,7.89
e7e6b97bdac7fdddd32726e3490793d4,跟,gen,10.64,10.82
fb90da78ef10522d3ec5171eff0e7698,跟,gen,10.68,11.13
76fd52b67a97ed2f8eb34f35c9692d84,跟,gen,4.22,4.79
0cb85ef8d996ba7e94a24f649f57bb3b,跟,gen,12.48,12.70
ddb5554d191ceefaca21d0a8f72816ae,跟,gen,3.54,3.92
9db446e789431de0f4c7f9aaecdae207,跟,gen,1.62,1.80
190cc6419427439fdad41a8d0b7d20ca,跟,gen,4.04,4.24
bd310efb077cf2cf9d06d86409deb7fc,跟,gen,0.66,0.84
0653eb727f8432521d6a16f6364ecb16,跟,gen,3.18,3.35
06254121d487a2bf08d0204c0791ea6b,跟,gen,3.66,3.78
05f11b004bfa4bbdcdf3d335009d641e,跟,gen,11.66,11.96
0e1c9bb9564bb4c3b74e805666ffbecf,名,ming,1.38,1.57
458b63757994fa7ef873d3558c3a27fe,名,ming,15.02,15.28
afe7e416472c15a1ae85bb0e7f1a043d,之外,zhi wai,9.72,9.98
a1c2fdd2a2af56fa2acac5b8296ecdcd,之外,zhi wai,5.74,6.33
75d883f5ac1eff2c71fc168f4b3bb9be,能够,neng gou,0.84,1.12
821e8b8cc45c06b3ef72491e81afd438,能够,neng gou,1.26,1.50
86ab5b4c4a2d39ae14cf79bdf4ce3585,能够,neng gou,8.69,9.06
f42a7f5d44569c78045dc658fa7d4ce1,能够,neng gou,8.00,8.28
bf1d4c21e143f4e055f6e0d2e252d029,能够,neng gou,9.70,10.18
14650ef8578bc708d74af9bf2dfb2e70,能够,neng gou,1.34,1.58
0cb85ef8d996ba7e94a24f649f57bb3b,能够,neng gou,4.96,5.34
0cb85ef8d996ba7e94a24f649f57bb3b,能够,neng gou,7.28,7.91
5664ffbd1cd1c521819c61b473954b84,能够,neng gou,3.05,3.74
36051aceb0671241e083148afa75dca5,能够,neng gou,0.40,0.68
213e6e207958d5aa22085304bb54a9d3,能够,neng gou,5.38,5.70
f78b98896d78a88334acae42724d5a74,能够,neng gou,4.20,4.53
67963dfef8fc85533075525e92d76852,能够,neng gou,1.19,1.42
4be17e94ef809edf558adb537a0b7609,能够,neng gou,0.72,0.93
5e8e6de930e0cb253f7e13edcccb702e,能够,neng gou,0.98,1.46
3c3cdff5e5c983f95e5c1e66eebd3dab,能够,neng gou,1.52,2.25
b48fb381a7546f3db4302daa7731a02a,能够,neng gou,3.80,4.04
7903789a5b74134fa024b9fc87c73459,到,dao,9.36,9.50
4c849082fd2a08213603543a4768f81e,到,dao,6.99,7.19
1a82dbd4101077682cb723ca4621b44d,到,dao,5.29,5.41
f945ce1829b08bba8d2228fc9f547ddf,到,dao,1.25,1.60
afe7e416472c15a1ae85bb0e7f1a043d,到,dao,14.54,14.76
f2d5ad90d9b163d0e7786d049507636c,到,dao,18.42,19.00
f2d5ad90d9b163d0e7786d049507636c,到,dao,19.66,20.06
8666d5dc62338765e45bcbff687943c4,到,dao,2.74,2.84
23e299daec0071f970374a23d0ff39d9,到,dao,13.10,13.30
d00c5000bec14f9a20f778204d2c7b8e,到,dao,1.80,2.02
2a46bd263e1eec12a12c9f41c8e56c54,到,dao,13.28,13.44
2a46bd263e1eec12a12c9f41c8e56c54,到,dao,15.10,15.22
5c9ca8c01ca81b4c06dd58cdcf1dfec3,到,dao,9.01,9.15
5c9ca8c01ca81b4c06dd58cdcf1dfec3,到,dao,10.47,10.96
ac03307d86a14c38e6ecec26c0cc3f18,到,dao,2.88,3.06
1e08ac46878ce85eb3614d7bba73396c,到,dao,5.02,5.16
1f7760551389f7e321671a086167e282,到,dao,7.78,7.96
29ed0c8169fec681cfb7ba6acd5c1597,到,dao,5.22,5.34
fb90da78ef10522d3ec5171eff0e7698,到,dao,4.46,4.64
fb90da78ef10522d3ec5171eff0e7698,到,dao,8.92,9.60
2315b2cc70d5e9893f6414a2a4aa37c9,到,dao,0.70,0.92
af954f48816fc7cd9b1cbf17b952a9fe,到,dao,10.36,10.48
76fd52b67a97ed2f8eb34f35c9692d84,到,dao,2.49,2.78
0bb75f27d902d5ee86c507521cc8d081,到,dao,16.26,16.42
0dd3f30fca664a152887713547ce4791,到,dao,0.89,1.10
213e6e207958d5aa22085304bb54a9d3,到,dao,5.70,6.11
1226b612f77dfa6869813be201caba76,到,dao,3.40,3.58
9b3e77f5e8209d4a3b36b57d29cba536,到,dao,0.70,0.84
b2a30b80535917e5790a2ae74e75796d,到,dao,6.60,6.74
b2a30b80535917e5790a2ae74e75796d,到,dao,12.50,12.66
b2a30b80535917e5790a2ae74e75796d,到,dao,16.54,16.72
15b99a787470287a076340140774307e,到,dao,0.34,0.78
a422fd3f5fb9794e8536ca8bdaccfe61,到,dao,0.18,0.30
162b36b2c89fd72261eff51a36f04246,到,dao,2.45,2.63
162b36b2c89fd72261eff51a36f04246,到,dao,3.51,3.67
e0c35e49e6a2e5da5bb4a0f971e2f44d,到,dao,2.56,2.74
4005187f8c7fec0747f90a6f77abc837,到,dao,3.50,3.64
4b426c2eb118cac0aa84da247efb1945,到,dao,1.06,1.74
d3ea276ea5611ec6aa17e82923b9e29a,到,dao,8.72,8.86
e914f60fc7902f295f8708a00ffab144,到,dao,1.06,1.22
e914f60fc7902f295f8708a00ffab144,到,dao,3.70,3.88
95f7baf5e3284e224d1dcd297e5f25b8,到,dao,4.94,5.26
1012923f026a461c90193ba5f24ed39d,到,dao,3.64,3.80
f046306269718662e93cd64f8bc54ad3,到,dao,1.32,1.48
7f14099a86f48a15dc165de9ae9983ef,到,dao,6.51,7.01
1bbbda9d4046bd417015eb7d5f2983ee,到,dao,2.24,2.38
efb75ad0f357652ee624dc36e09f57bc,到,dao,28.83,28.97
b09840f2aa2bfaad74a3e955832a7296,十八,shi ba,12.04,12.41
69c178d1a4d247cd034f9727bd202785,罗,luo,6.69,6.83
9d3ec7da1aa154de888934bad9ed7e7f,核心,he xin,2.52,2.92
9781c28c3120425123fae15a31104ded,核心,he xin,2.80,3.18
6053b294af3b770c0fdb169a0c706b7e,核心,he xin,5.68,6.26
6053b294af3b770c0fdb169a0c706b7e,核心,he xin,6.34,6.94
d7cf6b69cd8199bccb0a43920b037e7f,核心,he xin,13.72,14.02
1bbbda9d4046bd417015eb7d5f2983ee,核心,he xin,1.28,1.62
9d3ec7da1aa154de888934bad9ed7e7f,首都,shou du,1.82,2.16
6ce80899cf332884301f090a21fc5dea,过去,guo qu,8.43,8.73
f4ec5c528a7d03f91ccbab03d02eb970,文,wen,0.64,0.76
fb90da78ef10522d3ec5171eff0e7698,更好,geng hao,6.67,6.96
17b6ddcde23fef2d7b4fe478c71f546e,更好,geng hao,9.03,9.57
14e0ca23844f5901eeb944c28fefed2c,更好,geng hao,2.88,3.53
18d6e2b9b7f260ed683b9ce5575505ad,又,you,3.94,4.10
821e8b8cc45c06b3ef72491e81afd438,又,you,1.04,1.14
ceb2f5c098265559e1e6667c28694e68,又,you,2.02,2.15
f293aefc41d8f0b7b2b63e2ddfef2224,又,you,4.11,4.35
fb90da78ef10522d3ec5171eff0e7698,又,you,3.22,3.34
190cc6419427439fdad41a8d0b7d20ca,又,you,1.54,1.78
9cd9405caca597a5a84059fb85220f8f,又,you,3.79,4.18
b48fb381a7546f3db4302daa7731a02a,又,you,3.47,3.68
80d41bf061b55cdbd477e75faebe46e4,人民,ren min,2.17,2.60
bc6f64d6721525fba3aca5af6dc212a3,人民,ren min,17.51,17.74
704355f1f437ddc7cb17882f3e5fe597,人民,ren min,1.82,2.16
d44f34b4df007b4347711e83f1bc3c76,自,zi,2.42,2.60
213443c0e19167009c14340b62b7f70f,自,zi,2.56,2.76
29d8b24a2b973ef92d04aaa591069946,今天,jin tian,3.25,3.52
0637927582bbcfbb4733661cef82ac82,今天,jin tian,4.86,5.58
3e2367d729b193b4382b11f54f24b85a,今天,jin tian,3.18,3.48
ddb5554d191ceefaca21d0a8f72816ae,今天,jin tian,2.15,2.77
4186649ef15d07af6bb741384984a089,今天,jin tian,7.36,7.77
6e2c82a6cd46f1d691c03c4255e17006,今天,jin tian,1.14,1.36
9a1a4a415cc220a21027c549e1a83ef7,今天,jin tian,3.78,4.18
e914f60fc7902f295f8708a00ffab144,今天,jin tian,14.04,14.28
a1c2fdd2a2af56fa2acac5b8296ecdcd,今天,jin tian,16.39,16.75
6f241316ab54f82418af1d2f88d67def,今天,jin tian,1.10,1.44
f3b844db301e1ef21e236c510f6e4739,合作,he zuo,5.14,5.58
3d815fa7a0754c563fa814dc27f13f3a,合作,he zuo,1.80,2.16
edb9a8083acb14b35ad246b0eb0abf8b,合作,he zuo,11.11,11.68
cb5398cb8fc360a8b81eb8653133cf1f,合作,he zuo,3.32,3.76
c4be49e49ccefb023976f9b21e2127ba,合作,he zuo,1.72,2.26
0653eb727f8432521d6a16f6364ecb16,合作,he zuo,0.96,1.30
70895d61627f41b7e6171f1eb20fb640,合作,he zuo,8.63,9.05
e4579ef732dd85803549dc864a538541,拉,la,1.90,2.06
95084465d61995f6859646ed8c971e44,拉,la,2.12,2.32
20c68a4cc07c1837d83a7e258c820e2d,拉,la,2.65,3.22
86ab5b4c4a2d39ae14cf79bdf4ce3585,工作,gong zuo,7.84,8.05
e81ee346c34782c19e1384a470ff5f75,工作,gong zuo,13.36,13.64
4b77d27271f0f1e1b468ccfdfd9306e5,工作,gong zuo,7.61,7.99
29ed0c8169fec681cfb7ba6acd5c1597,工作,gong zuo,5.34,5.68
2a965b3c3713a00bfe3b034e10ed338d,工作,gong zuo,4.00,4.65
abb936c7983bb920f576ad3cfad9241b,工作,gong zuo,9.58,9.86
4351571246176576d75459bc73d5034e,工作,gong zuo,3.99,4.49
1b371fa384837ee3912a9bb4ef93428a,奇,qi,16.83,16.99
7a80c89ade130a6c125e054dd205d179,第,di,5.79,5.96
0706a0f3626e8a5b5ff3921c4fe21e23,第,di,1.58,1.76
af954f48816fc7cd9b1cbf17b952a9fe,第,di,0.26,0.48
6448b8762329a9bc6da7368621617afb,第,di,2.30,2.50
98eeaa0b00ae19e540e408ba91d07ce7,第,di,2.05,2.24
98eeaa0b00ae19e540e408ba91d07ce7,第,di,5.03,5.20
e571654bacf132c84c4904716ba2dbee,第,di,2.02,2.14
4351571246176576d75459bc73d5034e,第,di,0.31,0.49
6513f59c58f45865772bf4da545fa739,第,di,0.18,0.40
5e9eed6515b2a609191708c92fcf8dd0,第,di,6.12,6.28
c201c0efbfcc90df933f08a050b354f9,第,di,7.51,7.67
1b371fa384837ee3912a9bb4ef93428a,沟通,gou tong,23.90,24.83
000929523f43ef3bcf516c1639b188be,沟通,gou tong,3.04,4.06
2531761ee37125accd742683a9ce0fdc,有效,you xiao,6.12,6.50
0547872ba19e86c87b546d3761b2e8c9,大约,da yue,0.60,1.33
abccca0f8bce9bfffa5e0fd1e01742e5,导致,dao zhi,7.46,7.76
75d883f5ac1eff2c71fc168f4b3bb9be,就,jiu,0.63,0.84
28ddf1c8facdbf4a2e1cd9e7e656b8af,就,jiu,1.52,1.64
114a3e1dfaa3b5843ea342925c078b61,就,jiu,2.79,2.90
3835daddc1ba7ea6721c5ab4e5c5f837,就,jiu,1.39,1.57
1c7c76084a27c1b19cedb8408ad1cbca,就,jiu,7.78,8.02
c7be8dd4cc058cf2084ae769a7dea9ee,就,jiu,6.76,6.92
3668c0f39ba4de8a8f4ed1bdaace29cb,就,jiu,2.64,2.75
8bb2a88ba3f4c88c365833fc2093a60f,就,jiu,4.28,4.43
4941f48d569ebce9675d85703e988861,就,jiu,0.59,0.68
7eccd51b594678642201abc7a03ed787,就,jiu,2.50,2.71
f8f9af5e17a96bbd88252656ec8a65e5,就,jiu,0.62,0.78
e58e968e6a8e2e8b185f734ded0cc3ff,就,jiu,4.27,4.47
6a9241c2fe3b3e22f9d58d1d57c2fa83,就,jiu,1.91,2.05
f2bfa77bdc388dbbf84e42e277e143a8,就,jiu,9.58,9.68
3be043fc4dc4cf9ab6f4a776e7cb1d36,就,jiu,1.11,1.27
7d70fb500aa7cc77cd3a32daaff851dc,就,jiu,0.46,0.56
4128f9e51260b4808810077c115d115e,就,jiu,4.20,4.34
17cb12b9364f52a78852be6b661c6a9f,就,jiu,1.72,1.86
8227c87c9668f2be16a1204a40103690,就,jiu,3.84,4.03
86ab5b4c4a2d39ae14cf79bdf4ce3585,就,jiu,13.32,13.52
d00c5000bec14f9a20f778204d2c7b8e,就,jiu,6.20,6.36
d00c5000bec14f9a20f778204d2c7b8e,就,jiu,7.76,7.88
e8f9b6ec858852e52aee5c99e5951a79,就,jiu,6.25,6.41
46e1b41256aeac784dd0554a4c65b435,就,jiu,1.40,2.29
783c04aa93456b89e12db954d964df05,就,jiu,0.63,0.73
5c9ca8c01ca81b4c06dd58cdcf1dfec3,就,jiu,1.06,1.24
f42a7f5d44569c78045dc658fa7d4ce1,就,jiu,11.52,11.68
2845e25c8c4e4bc9a46a434464809029,就,jiu,2.34,2.52
017a3af479cb78225497cf52224deed2,就,jiu,3.98,4.16
017a3af479cb78225497cf52224deed2,就,jiu,16.36,16.49
1116fcb8d070f6d3dc0d220bb6de7638,就,jiu,1.60,1.76
c038725f9e8369eb5e7b39348bdce105,就,jiu,3.72,3.82
57e238eb63a7c8789956c5c637cd3693,就,jiu,9.25,9.36
7bb47452d9c2e1846a8aafee92d73c4c,就,jiu,2.50,2.60
7e9bbfc74496c5936d0f8b875f725fe6,就,jiu,1.64,1.76
af954f48816fc7cd9b1cbf17b952a9fe,就,jiu,7.05,7.15
2608dda91ef8f1073f7f635feee45519,就,jiu,10.66,10.75
b09840f2aa2bfaad74a3e955832a7296,就,jiu,9.44,9.74
efd3a9d5c6d8f5be445de5ece01b0782,就,jiu,2.32,2.42
efd3a9d5c6d8f5be445de5ece01b0782,就,jiu,4.63,4.86
87aa22ee28fd93d383d611d6abee03c6,就,jiu,6.16,6.36
f7f3c76db9020b4adf4da5f70b907ff0,就,jiu,1.30,1.50
face8800426af6450685ec01e19b2ed2,就,jiu,3.56,3.70
0cb85ef8d996ba7e94a24f649f57bb3b,就,jiu,3.80,3.94
0cb85ef8d996ba7e94a24f649f57bb3b,就,jiu,14.02,14.16
2b98ac45cf418cac25b93a44370d1293,就,jiu,1.90,2.06
9b9696f1fd76749acdc506e4a95847d0,就,jiu,5.07,5.20
5da9461555623638da8a800f168b7093,就,jiu,0.62,1.36
d60cbfc8ead4f4968845bb438cede442,就,jiu,5.11,5.27
0359379487b060c7b4145d6d9032c54a,就,jiu,3.20,3.38
987206a39e9ac804d3ae09d4fc82dc3b,就,jiu,1.98,2.12
02f557a0e6fda5a57b642d7f3e03b272,就,jiu,9.07,9.23
6689f166fec68e394fbcd72ee7524dde,就,jiu,4.04,4.24
489e2384e4e078d6f838302d69bae2e2,就,jiu,6.90,7.02
b2a30b80535917e5790a2ae74e75796d,就,jiu,2.71,3.00
e571654bacf132c84c4904716ba2dbee,就,jiu,3.94,4.16
56dbbd9d372c3f69ec534319ff657685,就,jiu,17.16,17.45
0d63a0eb68619b58cdd7eaf08eaf4a2d,就,jiu,5.13,5.33
abb936c7983bb920f576ad3cfad9241b,就,jiu,11.30,11.55
67963dfef8fc85533075525e92d76852,就,jiu,0.38,0.48
bfbcfad13915f02d0648a01b8c2308b0,就,jiu,2.34,2.77
bfbcfad13915f02d0648a01b8c2308b0,就,jiu,7.11,7.25
1e09513b0a16f9278960e0f00f3de601,就,jiu,7.07,7.23
382c2b8ef49b263c19fd5b21af61871b,就,jiu,4.06,4.30
9ba8f87067e2d212a60a7267cafa2fdd,就,jiu,7.82,7.96
cb12abe1c49c24840d6df322b89094e4,就,jiu,6.78,6.93
b45a4cc1876bc477a13a2a80886d208a,就,jiu,1.36,1.79
4c40416595c11e9f25d234f25f435f8d,就,jiu,4.09,4.20
e4ff77e4ae0e20461e8ffe4f219ac482,就,jiu,3.95,4.13
78de78c1f33e49cd45cc50febb96a007,就,jiu,4.81,4.97
d9eaf2d25a6057a58d049183c8084a6f,就,jiu,2.65,2.76
97402a4a0fbad0afc2abf02b1789cb89,就,jiu,3.59,3.80
ea58953820217eb8859904e78e30700e,就,jiu,4.21,4.39
6ce80899cf332884301f090a21fc5dea,就,jiu,2.93,3.19
db0470ba488c0bdfd8901c32b6eb196b,就,jiu,4.12,4.30
b87c938672b12a0119249dae5f434088,就,jiu,3.23,3.50
9b3e77f5e8209d4a3b36b57d29cba536,英国,ying guo,0.11,0.52
5da9461555623638da8a800f168b7093,型,xing,4.20,4.34
4d918730942e0b1b3a26600bc8ad9f29,长,zhang,1.44,1.85
51d0f2cf3b754c4602e9beb5f74cb023,长,zhang,2.34,2.58
8ecf3ae4c002908d1124f6bf441c8b12,吗,ma,0.52,0.86
2b409736944efc6562e38809d5f929e9,吗,ma,1.30,1.56
4d0aab7d8d285132d26aa79c3774d4cb,吗,ma,1.08,1.25
4d0aab7d8d285132d26aa79c3774d4cb,吗,ma,3.87,4.03
9cd9405caca597a5a84059fb85220f8f,吗,ma,1.58,1.70
afe7e416472c15a1ae85bb0e7f1a043d,从,cong,13.36,13.56
1b32e5203abd55c9e105f33a2dd7fb64,从,cong,1.48,1.72
396f4a661cbaf2ca6c89cb8ca182409d,从,cong,4.32,4.66
7d70fb500aa7cc77cd3a32daaff851dc,从,cong,1.77,2.19
3992c04fa055d472daae16914c1e3155,从,cong,10.18,10.57
217b2684eeba677dd5c58419fa4cf4a7,从,cong,0.76,1.33
bbc35fdbd2517bc278a6763890687b84,从,cong,13.63,13.81
544f85979562b5d854c9e4b919dfdfe0,从,cong,0.36,1.10
0bb75f27d902d5ee86c507521cc8d081,从,cong,15.45,15.81
ec30e443d6ce8c902ba9b1116bbafd30,从,cong,1.62,1.78
cdb8d6ef94392aa9fe474a4cfe7cec57,从,cong,5.75,5.96
4005187f8c7fec0747f90a6f77abc837,从,cong,2.54,2.78
9a1a4a415cc220a21027c549e1a83ef7,从,cong,3.41,3.78
e914f60fc7902f295f8708a00ffab144,从,cong,2.94,3.20
b9950d192754aa5949024908d55d0236,从,cong,2.00,2.16
f2fe3c21de7cd3fcedc7c3cf94feb11a,小时,xiao shi,9.88,10.12
7529d9a64f76876e144a74c4c13ebca0,小时,xiao shi,3.92,4.23
6689f166fec68e394fbcd72ee7524dde,小时,xiao shi,3.46,4.04
5b6bbe67bb332a352347d3cbcda5821b,小时,xiao shi,1.34,1.68
f3b844db301e1ef21e236c510f6e4739,那,na,5.58,5.72
7eccd51b594678642201abc7a03ed787,那,na,2.81,2.92
6a9241c2fe3b3e22f9d58d1d57c2fa83,那,na,4.77,4.93
5487af59be91c10dff6aa6a8a5863061,那,na,7.69,7.94
fb90da78ef10522d3ec5171eff0e7698,那,na,1.14,1.26
fb90da78ef10522d3ec5171eff0e7698,那,na,1.90,2.06
fc038790f7fa159c1968ae337954c840,那,na,1.47,1.72
f60d1955a40c843d3c95234108b8fa5a,那,na,4.37,4.64
2b98ac45cf418cac25b93a44370d1293,那,na,2.06,2.20
e4abb9dae356f84e493872574f9c6d2a,那,na,1.13,1.38
9a1a4a415cc220a21027c549e1a83ef7,那,na,2.54,2.84
aac2a45e5070623f6ab328309ec44933,那,na,5.15,5.38
67963dfef8fc85533075525e92d76852,那,na,0.22,0.38
78de78c1f33e49cd45cc50febb96a007,那,na,3.57,3.71
6f241316ab54f82418af1d2f88d67def,那,na,0.89,1.10
5e8e6de930e0cb253f7e13edcccb702e,那,na,0.22,0.44
4e4d6f516559f5d4bf7659f3fc72a4ba,那,na,1.24,1.71
1b371fa384837ee3912a9bb4ef93428a,协调,xie tiao,25.38,25.74
b45a4cc1876bc477a13a2a80886d208a,协调,xie tiao,7.14,7.50
1b9c1fb384ca25fe5c4f4c1e7a5ce44e,之前,zhi qian,2.38,2.86
00be84360bf211509d09c906ed45da65,之前,zhi qian,4.13,4.43
5a7d4f23df1eea82520ecac7392d2001,之前,zhi qian,4.19,4.56
2315b2cc70d5e9893f6414a2a4aa37c9,二十一,er shi yi,4.73,5.13
65db8d395ebfa41112c7fb4ea7f65fbd,二十一,er shi yi,1.90,2.38
5dbf34315dcb31822b229c4394663645,交通,jiao tong,8.09,8.51
5e9eed6515b2a609191708c92fcf8dd0,交通,jiao tong,5.80,6.12
dc13f11121e94ccd45b141ef1118c5a8,交通,jiao tong,1.79,2.20
56c88d57b6753a32a0b6df3aca2e9429,负责,fu ze,2.04,2.28
5e9eed6515b2a609191708c92fcf8dd0,卡,ka,0.42,0.64
1396cfe4d4849182b83eaaff3c4207e8,低,di,6.40,6.62
f78b98896d78a88334acae42724d5a74,低,di,0.80,0.94
cb12abe1c49c24840d6df322b89094e4,低,di,9.13,9.51
bf1d4c21e143f4e055f6e0d2e252d029,总统,zong tong,6.94,7.24
cb5398cb8fc360a8b81eb8653133cf1f,海上,hai shang,3.04,3.32
1ab3c168932d364789818382ce2a9e9b,海上,hai shang,1.18,1.64
afe7e416472c15a1ae85bb0e7f1a043d,地区,di qu,10.50,10.78
559159646380c3cd81ede7cd83e27f87,地区,di qu,5.40,5.68
bf1d4c21e143f4e055f6e0d2e252d029,地区,di qu,12.04,12.44
1f7760551389f7e321671a086167e282,地区,di qu,6.68,7.04
593f4ab979b03838d82279fc6958706b,地区,di qu,2.09,2.54
1226b612f77dfa6869813be201caba76,地区,di qu,8.32,8.50
155624f5ccdc6272c150bf583fd66ea0,地区,di qu,6.46,6.80
155624f5ccdc6272c150bf583fd66ea0,地区,di qu,9.26,9.56
4005187f8c7fec0747f90a6f77abc837,地区,di qu,6.58,6.84
05f11b004bfa4bbdcdf3d335009d641e,地区,di qu,16.50,17.12
cde4973dfa76b3bf6078f9ac4b1cd97f,地区,di qu,5.63,5.97
2848d4a8d2414745bbc05dd7ef93de29,挑战,tiao zhan,1.50,2.08
e571654bacf132c84c4904716ba2dbee,案件,an jian,6.82,7.08
afe7e416472c15a1ae85bb0e7f1a043d,其他,qi ta,10.08,10.28
33c950a8f1ca022f39621987ef30b981,其他,qi ta,9.64,9.92
abccca0f8bce9bfffa5e0fd1e01742e5,其他,qi ta,5.04,5.32
56fec0edbdbd0e06ce0f0f376367fdab,其他,qi ta,8.90,9.20
f2d5ad90d9b163d0e7786d049507636c,中国,zhong guo,8.18,8.65
9249b55775e074a6e2ec686857e18a69,中国,zhong guo,11.57,11.83
8666d5dc62338765e45bcbff687943c4,中国,zhong guo,4.40,4.72
56e93e71b6144b3a7baad769cebbb70c,中国,zhong guo,0.96,1.28
e58e968e6a8e2e8b185f734ded0cc3ff,中国,zhong guo,5.07,5.43
396f4a661cbaf2ca6c89cb8ca182409d,中国,zhong guo,7.16,7.62
5c9ca8c01ca81b4c06dd58cdcf1dfec3,中国,zhong guo,9.15,9.49
dd6ac60b95218b193c22d5f6084f3155,中国,zhong guo,2.37,2.98
c682e681827ddce09e7ecb04c33fa7c6,中国,zhong guo,2.39,3.30
36a60cf002d33b0e710330c0ea0e049c,中国,zhong guo,1.94,2.36
b5398b5390dec09afe7b1b64adb89089,中国,zhong guo,11.80,12.14
1b371fa384837ee3912a9bb4ef93428a,中国,zhong guo,2.98,3.34
29ed0c8169fec681cfb7ba6acd5c1597,中国,zhong guo,9.76,10.08
2c60a0e507b19056483f18dfdd730ddd,中国,zhong guo,0.32,0.70
ab010a03ea7e548831686ce0c2af6e51,中国,zhong guo,2.53,3.15
bd310efb077cf2cf9d06d86409deb7fc,中国,zhong guo,4.18,4.68
bd310efb077cf2cf9d06d86409deb7fc,中国,zhong guo,7.22,7.90
a04bba842d8347baea683c3fb1b870df,中国,zhong guo,1.30,1.62
5e9eed6515b2a609191708c92fcf8dd0,中国,zhong guo,5.08,5.48
16a0d6fcd2036543c98f98d5d2f81651,不同,bu tong,5.24,5.53
a04bba842d8347baea683c3fb1b870df,不同,bu tong,4.45,4.76
5e8e6de930e0cb253f7e13edcccb702e,不同,bu tong,6.87,7.20
97402a4a0fbad0afc2abf02b1789cb89,习近平,xi jin ping,0.98,1.42
afe7e416472c15a1ae85bb0e7f1a043d,其中,qi zhong,12.65,13.05
559159646380c3cd81ede7cd83e27f87,其中,qi zhong,11.61,12.33
56b198d0ed123c5285e5f7e6cc086723,其中,qi zhong,2.99,3.40
c51ffc0a510e90e281f8a23854317e92,其中,qi zhong,3.15,3.81
fadb85bd740895e95b84e00d4e7b701f,其中,qi zhong,4.07,4.46
e0c35e49e6a2e5da5bb4a0f971e2f44d,其中,qi zhong,5.41,5.78
e914f60fc7902f295f8708a00ffab144,其中,qi zhong,6.57,7.00
4d918730942e0b1b3a26600bc8ad9f29,黄,huang,4.19,4.37
56fec0edbdbd0e06ce0f0f376367fdab,黄,huang,13.60,13.86
b116c8fb8bb38b4408909e34c2ec236f,黄,huang,5.54,5.88
1e08ac46878ce85eb3614d7bba73396c,黄,huang,14.80,15.04
1f7760551389f7e321671a086167e282,黄,huang,14.94,15.16
5e8e6de930e0cb253f7e13edcccb702e,水,shui,5.76,6.34
9249b55775e074a6e2ec686857e18a69,所在,suo zai,18.29,18.73
12b01cbda3530baf0d86950e3487f156,米,mi,0.68,0.90
